lsoa code,postcode,lsoa name,msoa code,msoa name,ward code,ccg code,local authority code,lsoa 2001 code,lsoa 2011 code,msoa 2001 code,msoa 2011 code
S01006515,AB1 0JJ,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JL,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JN,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006516,AB1 0JP,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006516,AB1 0JQ,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006516,AB1 0JR,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006516,AB1 0JS,"Cults, Bieldside and Milltimber West - 04",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000016,S01006516,S02000007,S02001237
S01006515,AB1 0JT,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JU,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JW,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JX,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JY,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006515,AB1 0JZ,"Cults, Bieldside and Milltimber West - 03",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000023,S01006515,S02000007,S02001237
S01006508,AB1 0LA,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006507,AB1 0LB,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0LD,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006506,AB1 0LE,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LJ,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LL,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LN,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LP,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LQ,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LR,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0LS,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006857,AB1 0LT,"Dunecht, Durris and Drumoak - 05",S02001296,"Dunecht, Durris and Drumoak",S13002865,013,S12000034,S01000340,S01006857,S02000061,S02001296
S01006508,AB1 0LX,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0NA,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006508,S02000003,S02001236
S01006857,AB1 0NB,"Dunecht, Durris and Drumoak - 05",S02001296,"Dunecht, Durris and Drumoak",S13002865,013,S12000034,S01000340,S01006857,S02000061,S02001296
S01006857,AB1 0ND,"Dunecht, Durris and Drumoak - 05",S02001296,"Dunecht, Durris and Drumoak",S13002865,013,S12000034,S01000340,S01006857,S02000061,S02001296
S01006511,AB1 0NE,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006512,AB1 0NJ,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0NL,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006507,AB1 0NN,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006512,AB1 0NP,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006511,AB1 0NQ,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0NR,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006512,AB1 0NS,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0NT,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0NX,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PA,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PB,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PD,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PE,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PG,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PJ,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PL,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PN,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PP,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PQ,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0PR,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006510,AB1 0PS,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006506,AB1 0PT,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0PU,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0PX,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0QA,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006510,AB1 0QB,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0QD,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0QG,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0QJ,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006511,AB1 0QL,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0QN,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0QP,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006514,AB1 0QQ,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000007,S01006514,S02000003,S02001237
S01006511,AB1 0QR,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006514,AB1 0QS,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000007,S01006514,S02000003,S02001237
S01006511,AB1 0QT,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006514,AB1 0QX,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000007,S01006514,S02000003,S02001237
S01006514,AB1 0RA,"Cults, Bieldside and Milltimber West - 02",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000007,S01006514,S02000003,S02001237
S01006511,AB1 0RB,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0RD,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006507,AB1 0RE,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0RF,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0RH,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006511,AB1 0RJ,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0RL,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0RN,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0RP,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0RQ,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006510,AB1 0RR,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0RS,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0RT,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006507,AB1 0RU,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0RW,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006510,AB1 0RX,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006507,AB1 0RY,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0RZ,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006506,AB1 0SA,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0SB,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006510,AB1 0SD,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006507,AB1 0SE,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006509,AB1 0SF,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006506,AB1 0SG,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006510,AB1 0SH,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SJ,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SL,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SN,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SP,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SQ,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0SR,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006511,AB1 0SS,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006511,AB1 0ST,Culter - 06,S02001236,Culter,S13002843,012,S12000033,S01000007,S01006511,S02000003,S02001236
S01006506,AB1 0SU,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006510,AB1 0SX,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0TA,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006509,AB1 0TB,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006510,AB1 0TD,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006510,AB1 0TJ,Culter - 05,S02001236,Culter,S13002843,012,S12000033,S01000006,S01006510,S02000003,S02001236
S01006509,AB1 0TL,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006509,AB1 0TN,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006509,AB1 0TP,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006507,AB1 0TQ,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006509,AB1 0TR,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006509,AB1 0TS,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006509,AB1 0TT,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006509,AB1 0TX,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006508,AB1 0UA,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006509,AB1 0UB,Culter - 04,S02001236,Culter,S13002843,012,S12000033,S01000008,S01006509,S02000003,S02001236
S01006506,AB1 0UD,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UE,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UJ,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UL,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UN,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UP,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UQ,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0UR,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006506,AB1 0US,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006508,AB1 0UT,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0UX,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WA,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WB,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006506,AB1 0WD,Culter - 01,S02001236,Culter,S13002843,012,S12000033,S01000001,S01006506,S02000003,S02001236
S01006508,AB1 0WE,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WF,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WG,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WH,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0WN,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006508,AB1 0XA,Culter - 03,S02001236,Culter,S13002843,012,S12000033,S01000005,S01006508,S02000003,S02001236
S01006507,AB1 0XB,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0XD,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0XE,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006512,AB1 0XJ,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006507,AB1 0XL,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006512,AB1 0XN,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006512,AB1 0XP,Culter - 07,S02001236,Culter,S13002843,012,S12000033,S01000024,S01006512,S02000003,S02001236
S01006507,AB1 0XQ,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0XR,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006507,AB1 0XU,Culter - 02,S02001236,Culter,S13002843,012,S12000033,S01000013,S01006507,S02000003,S02001236
S01006513,AB1 0YA,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0YB,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0YD,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
S01006513,AB1 0YE,"Cults, Bieldside and Milltimber West - 01",S02001237,"Cults, Bieldside and Milltimber West",S13002843,012,S12000033,S01000019,S01006513,S02000007,S02001237
